"","Behaviour","START","STOP","Duration","ID"
"213","Leg Showcase + Mounted + Pedipalp Showcase",3376.08,3377.52,1.44000000000005,"g1.J183xH26"
"215","Mounted + Freezing",3377.71,3397.48,19.77,"g1.J183xH26"
"217","Leg Showcase + Mounted + Pedipalp Showcase",3397.63,3401.77,4.13999999999987,"g1.J183xH26"
"219","Mounted + Freezing",3401.88,3424.26,22.3800000000001,"g1.J183xH26"
"221","Leg Showcase + Mounted + Pedipalp Showcase",3424.4,3427.58,3.17999999999984,"g1.J183xH26"
"223","Mounted + Freezing",3427.67,3456.68,29.0099999999998,"g1.J183xH26"
"225","Leg Showcase + Mounted + Pedipalp Showcase",3456.72,3459.01,2.29000000000042,"g1.J183xH26"
"227","Mounted + Freezing",3459.1,3476.16,17.0599999999999,"g1.J183xH26"
"228","Leg Showcase + Mounted",3476.16,3478.43,2.26999999999998,"g1.J183xH26"
"229","Mounted + Freezing",3478.43,3492.47,14.04,"g1.J183xH26"
"231","Leg Showcase + Mounted + Pedipalp Showcase",3492.75,3494.74,1.98999999999978,"g1.J183xH26"
"233","Mounted + Freezing",3494.95,3499.3,4.35000000000036,"g1.J183xH26"
"234","Leg Showcase + Mounted",3499.3,3500.84,1.53999999999996,"g1.J183xH26"
"235","Mounted + Freezing",3500.84,3507,6.15999999999985,"g1.J183xH26"
"236","Leg Showcase + Mounted",3507,3509.77,2.76999999999998,"g1.J183xH26"
"237","Mounted + Freezing",3509.77,3558.91,46.29,"g1.J183xH26"
"247","Leg Showcase + Mounted + Pedipalp Showcase",3559.01,3562.04,3.02999999999975,"g1.J183xH26"
"249","Mounted + Freezing",3562.21,3573.76,11.5500000000002,"g1.J183xH26"
"251","Leg Showcase + Mounted + Pedipalp Showcase",3573.84,3575.65,1.80999999999995,"g1.J183xH26"
"253","Mounted + Freezing",3575.8,3608.3,32.5,"g1.J183xH26"
"255","Leg Showcase + Mounted + Pedipalp Showcase",3608.33,3610.3,1.97000000000025,"g1.J183xH26"
"257","Mounted + Freezing",3610.37,3631.51,21.1400000000003,"g1.J183xH26"
"258","Mounted + Pedipalp Showcase",3631.51,3632.75,1.23999999999978,"g1.J183xH26"
"259","Mounted + Freezing",3632.75,3655,20.8899999999999,"g1.J183xH26"
"264","Mounted + Pedipalp Showcase",3655,3657.37,2.36999999999989,"g1.J183xH26"
"265","Mounted + Freezing",3657.37,3686.09,27.9000000000005,"g1.J183xH26"
"269","Leg Showcase + Mounted + Pedipalp Showcase",3686.54,3687.56,1.01999999999998,"g1.J183xH26"
"271","Mounted + Freezing",3687.76,3689.82,2.05999999999995,"g1.J183xH26"
"272","Leg Showcase + Mounted",3689.82,3691.44,1.61999999999989,"g1.J183xH26"
"273","Mounted + Freezing",3691.44,3704.83,13.3899999999999,"g1.J183xH26"
"275","Leg Showcase + Mounted + Pedipalp Showcase",3705.28,3707.43,2.14999999999964,"g1.J183xH26"
"277","Mounted + Freezing",3707.55,3728.77,21.2199999999998,"g1.J183xH26"
"279","Leg Showcase + Mounted + Pedipalp Showcase",3729.32,3730.53,1.21000000000004,"g1.J183xH26"
"281","Mounted + Freezing",3730.63,3740.32,9.69000000000005,"g1.J183xH26"
"283","Leg Showcase + Mounted + Pedipalp Showcase",3740.42,3741.67,1.25,"g1.J183xH26"
"285","Mounted + Freezing",3741.82,3765.68,23,"g1.J183xH26"
"288","Mounted + Pedipalp Showcase",3765.68,3766.7,1.01999999999998,"g1.J183xH26"
"289","Mounted + Freezing",3766.7,3811.2,44.5,"g1.J183xH26"
"291","Leg Showcase + Mounted + Pedipalp Showcase",3811.88,3813.15,1.26999999999998,"g1.J183xH26"
"293","Mounted + Freezing",3813.36,3815.38,2.01999999999998,"g1.J183xH26"
"294","Mounted + Pedipalp Showcase",3815.38,3817.07,1.69000000000005,"g1.J183xH26"
"295","Mounted + Freezing",3817.07,3822.45,5.37999999999965,"g1.J183xH26"
"297","Leg Showcase + Mounted + Pedipalp Showcase",3823.26,3824.78,1.51999999999998,"g1.J183xH26"
"299","Mounted + Freezing",3825.03,3848.58,23.5499999999997,"g1.J183xH26"
"301","Leg Showcase + Mounted + Pedipalp Showcase",3848.59,3850.32,1.73000000000002,"g1.J183xH26"
"303","Mounted + Freezing",3850.42,3872.76,22.3400000000001,"g1.J183xH26"
"305","Leg Showcase + Mounted + Pedipalp Showcase",3872.84,3874.2,1.35999999999967,"g1.J183xH26"
"307","Mounted + Freezing",3874.26,3877.22,2.95999999999958,"g1.J183xH26"
"309","Leg Showcase + Mounted + Pedipalp Showcase",3877.25,3879.44,2.19000000000005,"g1.J183xH26"
"311","Mounted + Freezing",3879.48,3913.14,33.6599999999999,"g1.J183xH26"
"312","Mounted + Pedipalp Showcase",3913.14,3914.32,1.18000000000029,"g1.J183xH26"
"313","Mounted + Freezing",3914.32,3923.76,9.44000000000005,"g1.J183xH26"
"314","Mounted + Pedipalp Showcase",3923.76,3925.38,1.61999999999989,"g1.J183xH26"
"315","Mounted + Freezing",3925.38,3965.9,40.52,"g1.J183xH26"
"316","Mounted + Pedipalp Showcase",3965.9,3967.11,1.21000000000004,"g1.J183xH26"
"317","Leg Showcase + Mounted + Pedipalp Showcase",3967.11,3968.26,1.15000000000009,"g1.J183xH26"
"319","Mounted + Freezing",3968.36,3978.46,10.0999999999999,"g1.J183xH26"
"320","Freezing",3978.46,3983.72,5.25999999999976,"g1.J183xH26"
